mmsi,name,class,source
226014610,ESEVE 6,,db_ships
226014730,NEW JERSEY,,db_ships
226014880,MONA LISA,,db_ships
226015090,SLOP EXPRESS II,,db_ships
226015340,ODYSSEUS 2,,db_ships
226015370,THANOS,,db_ships
226015390,MI-VIDA,,db_ships
226015720,TRINIDAD,,db_ships
226015770,JOSEPHINE,,db_ships
226015820,IMPERIEUX,,db_ships
226015850,BAC25               ,,db_ships
226015940,SERENITY,,db_ships
226015970,KOUFRA,,db_ships
226015980,BAC 26              ,,db_ships
226016380,O'RANA,,db_ships
226016710,ZULU 06,,db_ships
226016720,CALYPSO,,db_ships
226017260,AMBITIOUS,,db_ships
226017640,BIG-BEN,,db_ships
226017820,ENDEAVOUR,,db_ships
226018370,AURISSE,,db_ships
226019190,CHARLOTTE           ,,db_ships
226019270,ISAJOHN,,db_ships
226019410,LACRYMA CHRISTI,,db_ships
226070000,TARA                ,,db_ships
226242000,DANIELLE CASANOVA   ,,db_ships
226245000,GIROLATA,,db_ships
226263000,VB ABEILLE BRETAGNE,,db_ships
226280000,JEAN NICOLI,,db_ships
226324000,MARFRET GUYANE      ,,db_ships
226340000,SANDVIKEN           ,,db_ships
226341000,WIND OF CHANGE      ,,db_ships
226344000,SKUTEVIKEN          ,,db_ships
226999999,FRENCH WARSHIP,,db_ships
227000000,FRENCH WARSHIP ,,db_ships
227001640,CAP D AUNIS         ,,db_ships
227001840,GULF STREAM II      ,,db_ships
227002630,ENEZ SUN 3          ,,db_ships
227002920,SNS 250 ROUILLEAULT ,,db_ships
227002930,SNS 088             ,,db_ships
227003010,SNS 131             ,,db_ships
227003190,MILOUIN             ,,db_ships
227003300,SNS 084             ,,db_ships
227003720,SNS 244             ,,db_ships
227003750,VINDILIS            ,,db_ships
227003980,SNS259              ,,db_ships
227004130,ESTURIAL            ,,db_ships
227004180,LA PORTSALLAISE SN93,,db_ships
227004260, LYNX,,db_ships
227004530,SNSM PDTS OULHEN    ,,db_ships
227004570,SNS068              ,,db_ships
227005260,VB OLERON           ,,db_ships
227005270,VB SAINT MARC       ,,db_ships
227005280,VB COGNAC           ,,db_ships
227005850,SNS 095             ,,db_ships
227006650,MISTRAL 7,,db_ships
227006680,MISTRAL 10,,db_ships
227006710,VB PORNIC           ,,db_ships
227006760,VB 21 FECAMP,,db_ships
227006770,VB 26 DEAUVILLE,,db_ships
227006780,VB SAINTE ADRRESSE,,db_ships
227008170,MOLENEZ             ,,db_ships
227008710,,,db_ships
227008890,SNS 264             ,,db_ships
227009560,NOS FELIS           ,,db_ships
227009610,LA GIRONDE          ,,db_ships
227009780,PILOT BOAT NAUSICAA ,,db_ships
227009790,OCEANITE,,db_ships
227012460,AIGLE,,db_ships
227016900,MARSEILLAIS 6 ,,db_ships
227017200,CHAMBON BORA        ,,db_ships
227022600,CELEBRITY XCEL,,db_ships
227022800,COTE DES DUNES      ,,db_ships
227023100,MONT SAINT MICHEL,,db_ships
227023200,VB GASCOGNE,,db_ships
227023300,DANIEL LAVAL,,db_ships
227035360,SMACK,,db_ships
227051000,BELEM               ,,db_ships
227051790,MELVAN              ,,db_ships
227059090,SANDRE,,db_ships
227059260,BARCARIN 5          ,,db_ships
227062830,DUNCAN              ,,db_ships
227069110,BAC 23              ,,db_ships
227075870,KERDONIS            ,,db_ships
227078530,SURCOUF,,db_ships
227089660,FANTAGARO,,db_ships
227094630,PILOTE BX QUINOA    ,,db_ships
227095780,MEMPHIS ,,db_ships
227096230,DELVAUX,,db_ships
227096370,EUROPA,,db_ships
227098950,LOUKOUM,,db_ships
227099010,BER/MEL,,db_ships
227109900,F/V AQUILON        ,,db_ships
227118900,F/V LA LAMBADA      ,,db_ships
227142300,FV ERISPOE          ,,db_ships
227144500,F/V ITASCA          ,,db_ships
227158520,LOLA                ,,db_ships
227168180,ROUEN PILOT COLIBRI ,,db_ships
227170920,SNS162 SIEUR DE MONS,,db_ships
227182000,MONTE DORO,,db_ships
227186230,CAEN OUISTREHAM 4   ,,db_ships
227187000,MEDITERRANEE        ,,db_ships
227194000,CLUB MED 2,,db_ships
227195140,AURELIE,,db_ships
227202000,KALLISTE,,db_ships
227211000,NOS NORDET          ,,db_ships
227211130,NOHIC               ,,db_ships
227211180,LH PILOT ST JOSEPH  ,,db_ships
227214530,FUTE,,db_ships
227217470,L'ILE DUMET         ,,db_ships
227277040,LA LONDE,,db_ships
227289000,BARFLEUR,,db_ships
227297000,THALASSA,,db_ships
227302000,PRINS BERNHARD      ,,db_ships
227306100,LA RECOUVRANCE      ,,db_ships
227310150,F/V BUGEL AR MOR    ,,db_ships
227310640,F/V EOLE III        ,,db_ships
227312180,F/V L'ATLANTIDE     ,,db_ships
227323170,FURY 2.0,,db_ships
227341160,LAROCHELLE PILOT 014,,db_ships
227344000,NOTRE DAME CEDEIRA  ,,db_ships
227364620,TSM CHAUSEY         ,,db_ships
227393000,F/V KSORA           ,,db_ships
227397000,F/V ST-ALOUR        ,,db_ships
227413000,F/V PENN KALET      ,,db_ships
227423000,F\V VALENSCILLIA 2  ,,db_ships
227424000,F/V JOHAN-JE II     ,,db_ships
227429630,L'INCONNU           ,,db_ships
227464770,TSM LOCH            ,,db_ships
227472250,PILOT BOAT 117      ,,db_ships
227536000,F/V DAMAFRAN     ,,db_ships
227559430,VAL D'ARMOR,,db_ships
227561000,F/V STERNE III      ,,db_ships
227563000,F/V MARIAL          ,,db_ships
227574000,F/V FILLE DU SUET   ,,db_ships
227574020,TIBIDY              ,,db_ships
227574030,BINDY               ,,db_ships
227584000,F/V GAZGAU          ,,db_ships
227592820,TREBERON            ,,db_ships
227598830,FOU DE BASSAN,,db_ships
227599000,F/V LIVERPOOL       ,,db_ships
227612820,PONT D'YEU          ,,db_ships
227612860,ARUN                ,,db_ships
227635210,TERENEZ             ,,db_ships
227644930,BANGOR              ,,db_ships
227651740,CAEN PILOT          ,,db_ships
227658910,LE CHATELET         ,,db_ships
227681520,ANATIFE             ,,db_ships
227689570,MISTRAL             ,,db_ships
227713010,PILOT-BOAT COURONNEE,,db_ships
227720520,L'EUROPE,,db_ships
227723110,MAIMITI,,db_ships
227729770,LEOPARD             ,,db_ships
227738870,PILOT BOAT 106      ,,db_ships
227749270,ILE DE GROIX        ,,db_ships
227789150,MS RENOIR,,db_ships
227789160,SEINE PRINCESS,,db_ships
227789190,INTREPIDE,,db_ships
227799320,L'ESTUAIRE          ,,db_ships
227802000,F/V NOUVELLE VAGUE  ,,db_ships
227806000,F/V KRAKEN          ,,db_ships
227806500,MUTIN               ,,db_ships
227809300,FRENCH WARSHIP MNN,,db_ships
227820000,NOTRE DAME          ,,db_ships
227820970,GAVRINIS,,db_ships
227823520,BREIZH NEVEZ 1      ,,db_ships
227833000,F/VLE TAD           ,,db_ships
227834000,F/V CALEBARIAN      ,,db_ships
227841410,SNS 277 C.PILORGET  ,,db_ships
227842650,IMPERIAL P.BEATRICE ,,db_ships
227855000,F/V VOLUNTAS DEI    ,,db_ships
227860000,F/V MAGAYANT        ,,db_ships
227875000,F/V OCEANE III      ,,db_ships
227903320,TOULONNAIS V,,db_ships
227913640,CORSAIRE D'EMERAUDE,,db_ships
227916000,F/V TARZH AN DEIZ   ,,db_ships
227957000,F/V CUCA            ,,db_ships
227960840,LA ROCHELLE PILOT019,,db_ships
227974980,R0UENPILOT SEQUANA  ,,db_ships
227975290,BENTHOS             ,,db_ships
227977000,F/V ROSEAU DU LAC   ,,db_ships
227983370,COTE DE GRANIT ROSE,,db_ships
227998200,FRENCH WARSHIP,,db_ships
228000000,FRENCH WARSHIP,,db_ships
228000700,ETOILE DU ROY       ,,db_ships
228003800,SHANA DES SLOPS     ,,db_ships
228008600,CORAIL EXPRESS      ,,db_ships
228008900,F/V GLORIA NAUTAE   ,,db_ships
228016600,POLARIS I           ,,db_ships
228017700,FROMVEUR II  FICH,,db_ships
228020900,F/V PEDRA BLANCA II ,,db_ships
228021600,F/V LA FANETTE      ,,db_ships
228024230,TSM HONFLEUR        ,,db_ships
228024240,TSM ROUEN           ,,db_ships
228024800,ST PIERRE           ,,db_ships
228025700,CIUDAD DE CADIZ     ,,db_ships
228028900,F/V STRADALE        ,,db_ships
228029700,ANITA CONTI,,db_ships
228029800,JEAN ANGO,,db_ships
228031700,MARIA VIDAL         ,,db_ships
228032800,STELLAMARIS         ,,db_ships
228033600,F/V CAYOLA          ,,db_ships
228033800,F/V BELENOS         ,,db_ships
228036700,PETIT LOIC,,db_ships
228041600,PIERRE DE FERMAT    ,,db_ships
228045900,F/V SCUDERIA        ,,db_ships
228046600,L'AVENTURE          ,,db_ships
228055080,LH PILOT ST HONORINE,,db_ships
228056800,ROXANE Z            ,,db_ships
228065120,COCODY              ,,db_ships
228067140,LALFA II            ,,db_ships
228067800,VB OURAGAN          ,,db_ships
228070700,F/V MELIZENN        ,,db_ships
228072800,VB TYPHON           ,,db_ships
228078700,F\V MARANELLO     ,,db_ships
228081530,LA VENDEENNE,,db_ships
228082700,F/V CARMINCHIN      ,,db_ships
228082800,GOULPHAR,,db_ships
228084000,VILLE DE BORDEAUX,,db_ships
228085000,COTE DES FLANDRES   ,,db_ships
228089800,F/V DIOGENE         ,,db_ships
228089900,F\V CALIFORNIA,,db_ships
228092600,POLARFRONT          ,,db_ships
228097800,VN PARTISAN         ,,db_ships
228098070,LE ROZEL            ,,db_ships
228099900,F/V ROUANEZ AN ARVOR,,db_ships
228101000,F\V L'ORA MARITIMA  ,,db_ships
228101600,F/V POSEIDON        ,,db_ships
228107000,F/V L'AS DES AS     ,,db_ships
228114000,F/V AZKARRA         ,,db_ships
228116540,SEATINGBOAT 1       ,,db_ships
228119290,NEXT                ,,db_ships
228120530,LA BOHEME 4         ,,db_ships
228124900,F/V EXOCET III      ,,db_ships
228131000,GWEL A VO,,db_ships
228134410,INSULA OYA III      ,,db_ships
228134700,F/V NAONED          ,,db_ships
228138000,F/V VICTOIRE-CELESTE,,db_ships
228142440,ENEZIZ              ,,db_ships
228142450,KEPHRENN            ,,db_ships
228153880,GHJULIA DES SLOPS,,db_ships
228160900,SAMUEL DE CHAMPLAIN,,db_ships
228165600,CAP SAINT GEORGES   ,,db_ships
228165800,HAUTS DE FRANCE     ,,db_ships
228166600,F/V ANFIELD ROAD    ,,db_ships
228166700,,,db_ships
228178000,F/V CAP HORN 2      ,,db_ships
228179700,VB BARFLEUR (18),,db_ships
228180180,G                   ,,db_ships
228183600,PONT AVEN           ,,db_ships
228184000,F/V ARMANDECHE      ,,db_ships
228185800,F/V SANTA ANNA MARIA,,db_ships
228186700,ARGONAUTE           ,,db_ships
228189600,F/V HERENSUGE       ,,db_ships
228193700,CROISIC             ,,db_ships
228203800,F/V TALARIANTE      ,,db_ships
228205070,P 122               ,,db_ships
228207600,POURQUOI PAS ?,,db_ships
228211460,GOKSU V             ,,db_ships
228224900,F/V INSOLITE        ,,db_ships
228229900,F/V P'TI LU II      ,,db_ships
228233600,COTE D'ALBATRE      ,,db_ships
228238700,F/V AR LAERES       ,,db_ships
228239900,F/V MOOREA          ,,db_ships
228244700,SEVEN SISTERS       ,,db_ships
228247000,F/V MARVIN          ,,db_ships
228248970,SALINA,,db_ships
228252740,JOLIE FRANCE        ,,db_ships
228256970,ND DU CAP LIHOU II  ,,db_ships
228263700,ARMORIQUE           ,,db_ships
228263800,COTENTIN            ,,db_ships
228264600,F/V MOR BREIZ       ,,db_ships
228267600,GAMBE D AMFARD      ,,db_ships
228267700,BRETAGNE            ,,db_ships
228267900,F/V FELIR           ,,db_ships
228279900,VB CAMARGUE         ,,db_ships
228283700,CHAMBON NOROIT,,db_ships
228284800,VB OCTEVILLE 11     ,,db_ships
228285600,KERMORVAN           ,,db_ships
228285700,PERSEVERO           ,,db_ships
228287900,VB YPORT            ,,db_ships
228296700,CAP MEJEAN          ,,db_ships
228296900,CAPT. LOUIS THOMAS  ,,db_ships
228299700,VB CRAU             ,,db_ships
228301000,F/V SHERPA          ,,db_ships
228301900,F/V L'EOS           ,,db_ships
228308600,PETER FABER         ,,db_ships
228315700,MN PELICAN,,db_ships
228329000,F/V NAUSICAA        ,,db_ships
228337800,F/V LAZALAI.        ,,db_ships
228344800,RMT PENFRET         ,,db_ships
228349800,FV FERREIRA MARTINEZ,,db_ships
228351800,JANUS 2 ,,db_ships
228355800,F/V LUANTSA         ,,db_ships
228358800,VIZZAVONA,,db_ships
228361900,F/V MARIE CATHERINE2,,db_ships
228364600,LE DOLMEN,,db_ships
228365700,VB ACHERON          ,,db_ships
228365900,VB CONCORDE         ,,db_ships
228366600,VB SURPRISE         ,,db_ships
228366800,HYDRA               ,,db_ships
228370600,ILE D OUESSANT      ,,db_ships
228373700,VB LONGCHAMP 17     ,,db_ships
228373800,VB GUARDIAN 19      ,,db_ships
228374700,F/V SKETAN          ,,db_ships
228376800,JIF HELIOS          ,,db_ships
228379600,V/F ATLAS,,db_ships
228380600,F/V ADRIANA         ,,db_ships
228381900,SAPEUR,,db_ships
228382900,F/V HARFANG,,db_ships
228383600,F/V SAPA,,db_ships
228383700,ANTHEMIS            ,,db_ships
228385600,ELISA LARUS         ,,db_ships
228386700,CMACGM JACQUES SAADE,,db_ships
228387800,TSM OUESSANT        ,,db_ships
228388900,WIND OF HOPE        ,,db_ships
228390000,F/V CAP NO          ,,db_ships
228390600,X                   ,,db_ships
228393000,F/V RATEL           ,,db_ships
228396600,ALMA KAPPA          ,,db_ships
228397700,CMA CGM MONTMARTRE,,db_ships
228399700,F/V PERSEVERANCE 2  ,,db_ships
228400600,LNG ENDURANCE       ,,db_ships
228402800,F/V MADELEINE,,db_ships
228403800,CMA CGM KOUROU,,db_ships
228408700,LNG ENDEAVOUR       ,,db_ships
228408900,SALAMANCA,,db_ships
228409800,CMA CGM PATAGONIA,,db_ships
228409900,CMA CGM KIMBERLEY,,db_ships
228417600,COTE D'OPALE,,db_ships
228417700,MELODIE DE LA MER 3 ,,db_ships
228417900,ILE D'YEU           ,,db_ships
228424700,INNO'VENT           ,,db_ships
228424800,MOTI'VENT           ,,db_ships
228424900,CAPTI'VENT          ,,db_ships
228425700,OTTER BANK F/V      ,,db_ships
228427800,DIA                 ,,db_ships
228429800,TSM WINDCAT 44      ,,db_ships
228434800,DONOUSSA            ,,db_ships
228437800,POINTE DE CAUX,,db_ships
228439700,F/V AVENTURINE      ,,db_ships
228440700,ARTEMIS             ,,db_ships
228442700,ABEILLE HORIZON,,db_ships
228444600,NANTES KNUTSEN      ,,db_ships
228450700,GRAIN DE SAIL II    ,,db_ships
228451700,MARIUS              ,,db_ships
228452800,TSM TEXEL           ,,db_ships
228453800,CAPE ANN            ,,db_ships
228457600,GUILLAUMEDENORMANDIE,,db_ships
228457700,SAINT-MALO,,db_ships
228457800,ACTI'VENT           ,,db_ships
228458800,TSM WINDCAT 56      ,,db_ships
228467900,ECO LEVANT          ,,db_ships
228468700,ECO OSTRO           ,,db_ships
228468800,ECO ZEPHYR          ,,db_ships
228469600,CMA CGM SAINTE ANNE,,db_ships
228470900,CHAMPAGNY           ,,db_ships
228472700,VB LOUP             ,,db_ships
228473700,ID'ASAH             ,,db_ships
228475800,ECOMAR GUYENNE      ,,db_ships
228477600,CMA CGM PETRA       ,,db_ships
228479700,CMA CGM PALMYRE     ,,db_ships
228484600,AUGUSTIN FRESNEL,,db_ships
228485900,TSM WINDCAT 59      ,,db_ships
228488700,AN ORIANT           ,,db_ships
228490800,ICONA               ,,db_ships
228701000,FRENCH WARSHIP GER,,db_ships
228704000,FRENCH WARSHIP,,db_ships
228796000,FS BELLE POULE,,db_ships
228888900,FS LAPEROUSE,,db_ships
228893700,FRENCH WARSHIP,,db_ships
228939000,F/V LA ROSE DES VENT,,db_ships
228950000,F/V FANTOME DES MERS,,db_ships
228976928,,,db_ships
229000160,RAIDER,,db_ships
229000178,PASTA FLORA ,,db_ships
229000465,THUNDERBALL I,,db_ships
229000631,JANGADA    ,,db_ships
229011000,CHUMERNA            ,,db_ships
229015000,KEY EAST            ,,db_ships
229018000,ROMA,,db_ships
229043000,MAZY                ,,db_ships
229044000,BRAVE TERN,,db_ships
229056000,JO I,,db_ships
229061000,SEA CARGO EXPRESS   ,,db_ships
229065000,SCENIC CRYSTAL,,db_ships
229072000,TITIAN PEARL        ,,db_ships
229076000,SERAPHINE           ,,db_ships
229077000,FAUSTINE            ,,db_ships
229080000,BOLD  TERN,,db_ships
229081000,ATLANTIC ELM        ,,db_ships
229083000,MORBIHAN            ,,db_ships
229084000,MINERVA EMILY,,db_ships
229088000,SEAMELODY           ,,db_ships
229091000,DESAMIS_B,,db_ships
229115000,CMA CGM NOUADHIBOU  ,,db_ships
229155000,HASHTAG             ,,db_ships
229158000,KENAN               ,,db_ships
229159000,SINOP               ,,db_ships
229169000,FORCE BLUE          ,,db_ships
229171000,M/T ZUGA            ,,db_ships
229191000,X-PRESS GODAVARI    ,,db_ships
229202000,DENSA HAWK          ,,db_ships
229218000,KONYA               ,,db_ships
229219000,IZMIR               ,,db_ships
229221000,SIIRT               ,,db_ships
229237000,ARIONAS             ,,db_ships
229245000,KAMELIA             ,,db_ships
229246000,KRISTEL             ,,db_ships
229249000,PHI PHANTOM,,db_ships
229259000,DENSA DERYA         ,,db_ships
229270000,CMA CGM ST EXUPERY,,db_ships
229274000,AMICI PER SEMPRE,,db_ships
229287000,DELOS               ,,db_ships
229291000,LASCAUX             ,,db_ships
229305000,FIJI                ,,db_ships
229325000,VS LARA ,,db_ships
229332000,IOS I               ,,db_ships
229339000,BIXBITE             ,,db_ships
229341000,BIGCIKI,,db_ships
229344000,KETTER              ,,db_ships
229353000,SEAEXPRESS          ,,db_ships
229359000,PHI,,db_ships
229360000,ERMIS2              ,,db_ships
229366000,SPLENDOUR           ,,db_ships
229372000,RONIN,,db_ships
229378000,EUROPA 2,,db_ships
229381000,FIRST BROTHER       ,,db_ships
229404000,PANDION PEARL,,db_ships
229407000,SEAFRIEND           ,,db_ships
229412000,CASTILLO DE PAMBRE  ,,db_ships
229424000,NQ FREESIA          ,,db_ships
229428000,PATH,,db_ships
229430000,ANNA J,,db_ships
229436000,VELLMARI            ,,db_ships
229437000,DP GALYNA,,db_ships
229446000,MINERVA JOY         ,,db_ships
229447000,EMIRALP             ,,db_ships
229455000,VISBORG,,db_ships
229456000,AMBER BEE,,db_ships
229459000,HIZIR               ,,db_ships
229463000,CMA CGM DIGNITY     ,,db_ships
229478000,KIRAN ANATOLIA      ,,db_ships
229488000,CMA CGM CHOPIN,,db_ships
229522000,THEA MALTA,,db_ships
229544000,THE LANGLEY         ,,db_ships
229548000,VALENCE             ,,db_ships
229551000,EMERALD,,db_ships
229561000,IMERA,,db_ships
229572000,MERKUR OCEAN        ,,db_ships
229573000,CMA CGM ALIAGA,,db_ships
229599000,ANGI                ,,db_ships
229601000,NOMAD IV ,,db_ships
229606000,ANL WARRNAMBOOL     ,,db_ships
229609000,THALASSINI          ,,db_ships
229617000,PHOENIX 2,,db_ships
229626000,MSC AMALFI          ,,db_ships
229630000,X-PRESS MULHACEN    ,,db_ships
229648000,LEONIDIO,,db_ships
229656000,VERILA              ,,db_ships
229674000,HABIP BAYRAK        ,,db_ships
229678000,MEIN SCHIFF 4,,db_ships
229680000,CMA CGM ARICA       ,,db_ships
229683000,EVIE PG,,db_ships
229686000,NY SECRET           ,,db_ships
229688000,PALOMA,,db_ships
229692000,MED ADRIATIC        ,,db_ships
229699000,CMA CGM SYDNEY,,db_ships
229705000,CMA CGM MARLIN      ,,db_ships
229707000,M/Y HOSHI           ,,db_ships
229711000,THERMOPYLAE         ,,db_ships
229717000,CAPTAIN JOHN        ,,db_ships
229728000,NO.9                ,,db_ships
229732000,YANNIS              ,,db_ships
229747000,CMA CGM CAYENNE,,db_ships
229748000,STENA IMPERIAL      ,,db_ships
229749000,CMA CGM MARSEILLE,,db_ships
229756000,CMA CGM SEMARANG,,db_ships
229764000,CAVALLO             ,,db_ships
229765000,AZAMARA ONWARD,,db_ships
229767000,ARCTIC AURORA       ,,db_ships
229775000,PG GAS JUNIOR       ,,db_ships
229786000,CMA CGM MAPUTO      ,,db_ships
229790000,RT DISCOVERY        ,,db_ships
229791000,RT ENDEAVOUR        ,,db_ships
229808000,CMA CGM FIDELIO,,db_ships
229822000,MONJASA PROVIDER,,db_ships
229830000,RIO,,db_ships
229835000,MULTRATUG 28        ,,db_ships
229839000,RT ATLANTIS         ,,db_ships
229840000,RT ENTERPRISE       ,,db_ships
229844000,LIBRA OMEGA         ,,db_ships
229863000,M/Y SURPINA,,db_ships
229864000,YOU & ME            ,,db_ships
229867000,MISS LILY           ,,db_ships
229872000,STAR PIERA          ,,db_ships
229873000,MARIA IMMACULATA    ,,db_ships
229877000,CMA CGM VOLTAIRE    ,,db_ships
229878000,BASARAN BAYRAK      ,,db_ships
229885000,CELTIC SPIRIT       ,,db_ships
229887000,ARUCAS              ,,db_ships
229888000,LATIKO              ,,db_ships
229894000,AXIOMA,,db_ships
229913000,COME PRIMA          ,,db_ships
229922000,DENSA DEFNE         ,,db_ships
229931000,M/Y ADORA           ,,db_ships
229933000,LAMENTIN            ,,db_ships
229938000,SEA SPRINTER        ,,db_ships
229942000,THUMPER             ,,db_ships
229953000,ECO ELYSIUM         ,,db_ships
229957000,PS TRIESTE          ,,db_ships
229963000,TRIBU'              ,,db_ships
229964000,RS SENTINEL         ,,db_ships
229984000,ANTALIS,,db_ships
229994000,HELENA KOSAN,,db_ships
230011000,PRIMA VIKING        ,,db_ships
230012240,RESCUE AKTIA PORVOO ,,db_ships
230012280,PILOT L231,,db_ships
230012710,PILOT L-232         ,,db_ships
230018360,RESCUE KOTKA,,db_ships
230024660,TOR                 ,,db_ships
230031000,FURUNOP@            ,,db_ships
230033880,PILOT L238          ,,db_ships
230035000,BALTIK              ,,db_ships
230035440,PILOT L239          ,,db_ships
230035990,OSTERN,,db_ships
230038140,LOHI ,,db_ships
230039000,AURELIE             ,,db_ships
230040000,AURORA BOTNIA,,db_ships
230041000,VIKING GLORY,,db_ships
230042000,BALTIC BRIGHT       ,,db_ships
230044260,KALLE,,db_ships
230045240,PILOT L149,,db_ships
230045250,PILOT L148          ,,db_ships
230047000,AJAX                ,,db_ships
230048000,CARELIE,,db_ships
230049000,FELIX C        ,,db_ships
230051080,JURMO               ,,db_ships
230052800,EMMA                ,,db_ships
230052810,VIKARE,,db_ships
230055040,MIINA,,db_ships
230059740,RESCUE AKTIA        ,,db_ships
230059760,RESCUE EMMI         ,,db_ships
230060890,PILOT L150,,db_ships
230061040,SUURSAARI,,db_ships
230061850,SANTOS              ,,db_ships
230063110,OPTIMUS,,db_ships
230085710,BOANN               ,,db_ships
230085750,SINANN              ,,db_ships
230087600,HELSINKI            ,,db_ships
230091450,KALKKE,,db_ships
230091950,BALTIC AMELIE       ,,db_ships
230093090,PILOT L243,,db_ships
230093590,EIJA,,db_ships
230099540,SIMSKALA,,db_ships
230099950,PILOT L244          ,,db_ships
230108270,VALBORG             ,,db_ships
230108590,EHRENSVAERD,,db_ships
230108610,SUOKKI              ,,db_ships
230109170,PILOT L131,,db_ships
230109460,ULLA                ,,db_ships
230109470,PILOT L129          ,,db_ships
230109840,J.L.RUNEBERG        ,,db_ships
230110440,AURORA              ,,db_ships
230111080,MT1304              ,,db_ships
230111090,MT1305,,db_ships
230111580,,,db_ships
230111650,GAIA,,db_ships
230111690,OILI 1,,db_ships
230112360,KING                ,,db_ships
230112370,HESSU               ,,db_ships
230113760,KATHRINA            ,,db_ships
230117660,ISLA                ,,db_ships
230119910,RM-11               ,,db_ships
230122280,MENHADEN            ,,db_ships
230125910,PILOT L-139         ,,db_ships
230128800,OERNEN              ,,db_ships
230129310,SURVEY 5,,db_ships
230138770,HARALD        ,,db_ships
230145000,ARANDA              ,,db_ships
230149160,PILOT L245          ,,db_ships
230151590,L246,,db_ships
230153880,L247                ,,db_ships
230157930,MERITUULI,,db_ships
230162620,TEKLA II            ,,db_ships
230167080,HUGO                ,,db_ships
230167440,BALDER,,db_ships
230167530,LIAM                ,,db_ships
230168060,ALTERA              ,,db_ships
230169030,RODNY,,db_ships
230174140,JEHU                ,,db_ships
230174220,PRINCESS CAROLINE   ,,db_ships
230175040,INNAMO              ,,db_ships
230176400,BJORN               ,,db_ships
230178000,APOLLON             ,,db_ships
230179120,F/V GLOMSKAR,,db_ships
230180470,L249                ,,db_ships
230180500,PILOT L250          ,,db_ships
230182000,ARTEMIS             ,,db_ships
230184000,SILJA SERENADE,,db_ships
230185000,MIMER               ,,db_ships
230186000,MIDAS               ,,db_ships
230187320,ZES PILOT           ,,db_ships
230192600,ASTRA               ,,db_ships
230202000,STEEL               ,,db_ships
230212000,AALTO               ,,db_ships
230225000,HELENA              ,,db_ships
230234000,TELEPAATTI          ,,db_ships
230251000,KONTIO              ,,db_ships
230252000,OTSO                ,,db_ships
230279000,NEPTUN              ,,db_ships
230286000,ESKO                ,,db_ships
230289000,SISU                ,,db_ships
230290000,URHO                ,,db_ships
230291000,VOIMA,,db_ships
230298000,MUIKKU              ,,db_ships
230301000,VARMA               ,,db_ships
230350000,LAURA               ,,db_ships
230351000,HJORDIS,,db_ships
230352000,MARJATTA            ,,db_ships
230355000,KEMI 1              ,,db_ships
230356000,LINJA,,db_ships
230357000,BORE BAY,,db_ships
230358000,RAUTARUUKKI,,db_ships
230361000,GABRIELLA           ,,db_ships
230613000,ALPPILA,,db_ships
230617000,FINNBREEZE          ,,db_ships
230618000,FINNSEA             ,,db_ships
230628000,FINLANDIA           ,,db_ships
230629000,VIKING GRACE,,db_ships
230631000,FINNTIDE            ,,db_ships
230632000,FINNWAVE            ,,db_ships
230634000,STELLA              ,,db_ships
230639000,BALTIC PRINCESS,,db_ships
230642000,FINNMILL            ,,db_ships
230643000,FINNPULP,,db_ships
230645000,KALLIO,,db_ships
230649000,MARILIE             ,,db_ships
230652000,NORSKY,,db_ships
230653000,NORSTREAM,,db_ships
230660000,VB TAURUS,,db_ships
230661000,POLARIS,,db_ships
230662000,MIRVA VG            ,,db_ships
230663000,EEVA VG             ,,db_ships
230664000,POHJANMERI,,db_ships
230665000,SILVERFORS,,db_ships
230666000,BALTIC MADONNA      ,,db_ships
230667000,VB DRACO,,db_ships
230668000,ELEKTRA             ,,db_ships
230677000,HURTIG              ,,db_ships
230678000,VOIMA               ,,db_ships
230683000,HAAGA               ,,db_ships
230684000,TRANSPORTER,,db_ships
230685000,FINBO CARGO         ,,db_ships
230686000,CALYPSO,,db_ships
230687000,JAARLI              ,,db_ships
230690000,LUNNI               ,,db_ships
230691000,ODDA MARIE          ,,db_ships
230693000,PRIMA LADY          ,,db_ships
230694000,FINNECO 1,,db_ships
230696000,BORE WAY            ,,db_ships
230697000,FINNECO II,,db_ships
230698000,NATHALIE,,db_ships
230703000,FINNSIRIUS,,db_ships
230704000,FINNCANOPUS,,db_ships
230705000,VIKING XPRS,,db_ships
230706000,SAANA               ,,db_ships
230707000,HALTI               ,,db_ships
230708000,VICTORIA            ,,db_ships
230709000,EMILIE,,db_ships
230711000,JUPITER,,db_ships
230713000,VIKING CINDERELLA   ,,db_ships
230715000,OLIVIA              ,,db_ships
230716000,KRAFT               ,,db_ships
230914000,VIGGEN              ,,db_ships
230916000,TALI                ,,db_ships
230917000,ESTRADEN            ,,db_ships
230925000,MISTRAL             ,,db_ships
230926597,,,db_ships
230928000,MINOS               ,,db_ships
230931000,AJAX,,db_ships
230937480,RESCUE ABSO         ,,db_ships
230937650,NOKO                ,,db_ships
230938560,VB ARIES            ,,db_ships
230938570,BISON               ,,db_ships
230938590,UKKOPEKKA           ,,db_ships
230938610,RUDOLFINA           ,,db_ships
230938640,INGEBORG            ,,db_ships
230938660,LEONIE              ,,db_ships
230939100,RESCUE RAUTAUOMA    ,,db_ships
